JOB_ID,DESIGNATION,COMBINED_LOCATIONS,CITY,STATE,COUNTRY,Company_ID,Detailed_id
3785314,Conversational Marketing Specialist,"Hyderabad, Telangana, India",Hyderabad, Telangana, India,11107315,578314
3785315,AGM-Prepaid Marketing,"Chennai, Tamil Nadu, India",Chennai, Tamil Nadu, India,11107316,578315
3785316,Sr Marketing Audience Activation Specialist,"Hyderabad, Telangana, India",Hyderabad, Telangana, India,11107317,578316
3785317,Marketing Automation Specialist (APAC Shift),"Chandigarh, Chandigarh, India",Chandigarh, Chandigarh, India,11107318,578317
3785318,Marketing Operations Specialist (Campaign Ops),"Mumbai, Maharashtra, India",Mumbai, Maharashtra, India,11107319,578318
3785319,Executive - Business Development - IT,"Ahmedabad, Gujarat, India",Ahmedabad, Gujarat, India,11107320,578319
3785320,Growth & India Lead,"Gurgaon, Haryana, India",Gurgaon, Haryana, India,11107321,578320
3785321,Senior SEO Associate (WFH),"Noida, Uttar Pradesh, India",Noida, Uttar Pradesh, India,11107322,578321
3785322,Lead Generation Specialist,"New Delhi, Delhi, India",New Delhi, Delhi, India,11107323,578322
3785323,"Business Development Executive - Freshers (MBA,BMM - Marketing)","Mumbai, Maharashtra, India",Mumbai, Maharashtra, India,11107324,578323
3785324,Technical Marketing person Electronics,"Vadodara, Gujarat, India",Vadodara, Gujarat, India,11107325,578324
3785325,Digital marketing,"Surat, Gujarat, India",Surat, Gujarat, India,11107326,578325
3785326,Lead Generation Specialist,"Mumbai, Maharashtra, India",Mumbai, Maharashtra, India,11107327,578326
3785327,"Junior Associate, Solution Engineering (Adobe Analytics)","Pune, Maharashtra, India",Pune, Maharashtra, India,11107328,578327
3785328,Executive-Marketing Operations,"Pune, Maharashtra, India",Pune, Maharashtra, India,11107329,578328
3785329,Business Development Executive,"Ahmedabad, Gujarat, India",Ahmedabad, Gujarat, India,11107330,578329
3785330,Marketing Executive,"Coimbatore South, Tamil Nadu, India",Coimbatore South, Tamil Nadu, India,11107331,578330
3785331,Marketing Executive,"Kochi, Kerala, India",Kochi, Kerala, India,11107332,578331
3785332,Business Development Executive,"Ahmedabad, Gujarat, India",Ahmedabad, Gujarat, India,11107333,578332
3785333,Marketing Business Development Manager,"Surat, Gujarat, India",Surat, Gujarat, India,11107334,578333
3785334,Sales And Marketing Representative,"Vapi, Gujarat, India",Vapi, Gujarat, India,11107335,578334
3785335,Retention Marketing Manager,"Kondapur, Telangana, India",Kondapur, Telangana, India,11107336,578335
3785336,IFS - Marketing Services- Performance Communications-Data Engineer - M1,"Bengaluru, Karnataka, India",Bengaluru, Karnataka, India,11107337,578336
3785337,Deloitte India (Offices of the US) - Consulting - SAP PP,"Chennai, Tamil Nadu, India",Chennai, Tamil Nadu, India,11107338,578337
3785338,Operations Associate,"Vadodara, Gujarat, India",Vadodara, Gujarat, India,11107339,578338
3785339,New Associate-Inside Sales,"Gurgaon, Haryana, India",Gurgaon, Haryana, India,11107340,578339
3785340,BA - Analytics-ANA005657,"Bengaluru, Karnataka, India",Bengaluru, Karnataka, India,11107341,578340
3785341,Consulting Analyst - General Business,"Mumbai, Maharashtra, India",Mumbai, Maharashtra, India,11107342,578341
3785342,Document Specialist,"Kochi, Kerala, India",Kochi, Kerala, India,11107343,578342
3785343,Assistant Manager Ops (Pharma Forecasting),"Bengaluru, Karnataka, India",Bengaluru, Karnataka, India,11107344,578343
3785344,Asst. Manager - Founder's Office,"Bengaluru, Karnataka, India",Bengaluru, Karnataka, India,11107345,578344
3785345,Regional Marketing Program Manager,"Bangalore Urban, Karnataka, India",Bangalore Urban, Karnataka, India,11107346,578345
3785346,Marketing Automation Analyst,"Hyderabad, Telangana, India",Hyderabad, Telangana, India,11107347,578346
3785347,Campaign Consultant,"Hyderabad, Telangana, India",Hyderabad, Telangana, India,11107348,578347
3785348,Technical Marketing Engineer,"Chennai, Tamil Nadu, India",Chennai, Tamil Nadu, India,11107349,578348
3785349,Application specialist-India,"Hyderabad, Telangana, India",Hyderabad, Telangana, India,11107350,578349
3785350,Associate - Technology Consulting,"Kolkata, West Bengal, India",Kolkata, West Bengal, India,11107351,578350
3785351,Social Media Marketing part time job/internship at Mumbai in PeepingMoon,"Mumbai, Maharashtra, India",Mumbai, Maharashtra, India,11107352,578351
3785352,Asst. Manager/ Dy. Manager - Financial Planning & Analyst,"Banjara Hills, Telangana, India",Banjara Hills, Telangana, India,11107353,578352
3785353,Area Manager,"Kolhapur, Maharashtra, India",Kolhapur, Maharashtra, India,11107354,578353
